lgacode21,arthritis_indig_f,arthritis_indig_m,arthritis_non_indig_f,arthritis_non_indig_m,arthritis_indig_stat_notstated_f,arthritis_indig_stat_notstated_m,asthma_indig_f,asthma_indig_m,asthma_non_indig_f,asthma_non_indig_m,asthma_indig_stat_notstated_f,asthma_indig_stat_notstated_m,cancer_indig_f,cancer_indig_m,cancer_non_indig_f,cancer_non_indig_m,cancer_indig_stat_notstated_f,cancer_indig_stat_notstated_m,dementia_indig_f,dementia_indig_m,dementia_non_indig_f,dementia_non_indig_m,dementia_indig_stat_notstated_f,dementia_indig_stat_notstated_m,diabetes_indig_f,diabetes_indig_m,diabetes_non_indig_f,diabetes_non_indig_m,diabetes_indig_stat_notstated_f,diabetes_indig_stat_notstated_m,heartdisease_indig_f,heartdisease_indig_m,heartdisease_non_indig_f,heartdisease_non_indig_m,heartdisease_indig_stat_notstated_f,heartdisease_indig_stat_notstated_m,kidneydisease_indig_f,kidneydisease_indig_m,kidneydisease_non_indig_f,kidneydisease_non_indig_m,kidneydisease_indig_stat_notstated_f,kidneydisease_indig_stat_notstated_m,lungcondition_indig_f,lungcondition_indig_m,lungcondition_non_indig_f,lungcondition_non_indig_m,lungcondition_indig_stat_notstated_f,lungcondition_indig_stat_notstated_m,mentalhealth_indig_f,mentalhealth_indig_m,mentalhealth_non_indig_f,mentalhealth_non_indig_m,mentalhealth_indig_stat_notstated_f,mentalhealth_indig_stat_notstated_m,stroke_indig_f,stroke_indig_m,stroke_non_indig_f,stroke_non_indig_m,stroke_indig_stat_notstated_f,stroke_indig_stat_notstated_m,other_indig_f,other_indig_m,other_non_indig_f,other_non_indig_m,other_indig_stat_notstated_f,other_indig_stat_notstated_m
49499,9,5,135,116,0,0,22,20,171,131,0,0,0,6,31,37,0,4,0,0,0,3,0,0,8,13,40,89,4,0,6,3,27,62,0,0,7,0,0,11,0,0,3,4,34,34,0,0,39,28,271,236,4,3,0,0,10,17,0,0,16,12,138,154,0,4
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50080,49,24,2607,1584,26,9,85,59,1809,1413,11,8,10,11,703,692,12,3,0,0,249,157,3,0,52,35,926,1035,15,8,27,28,717,1074,8,11,0,5,141,160,0,3,14,11,402,389,3,0,92,67,2409,1522,16,4,12,3,207,256,0,5,50,39,1822,1371,10,3
50210,88,41,4147,2328,41,11,221,155,4083,2927,30,15,23,20,1069,964,5,8,7,0,204,197,3,3,121,81,2053,2345,20,17,40,53,1178,1726,13,10,18,13,321,348,5,6,31,20,814,741,10,9,212,131,5036,3061,24,17,13,8,317,339,9,5,112,92,3836,3124,22,11
50250,15,12,81,96,0,4,31,23,166,196,0,3,5,4,36,47,0,0,0,3,5,0,0,0,42,33,43,93,0,0,16,20,18,54,5,5,0,6,3,9,0,0,5,0,11,20,0,0,22,22,173,116,8,0,0,0,4,6,0,0,30,22,104,108,0,0
50280,5,8,749,454,8,7,12,7,528,457,7,9,0,5,235,240,0,3,0,0,60,36,0,0,3,0,169,188,6,4,0,6,198,338,3,8,0,0,47,58,0,6,0,0,100,93,0,0,17,12,729,458,6,3,0,0,55,64,0,0,10,13,561,446,4,0
50350,14,4,881,441,3,5,36,26,720,561,4,0,0,0,265,223,0,0,0,0,74,52,0,0,15,9,336,382,0,5,5,6,270,368,8,0,0,0,71,77,0,0,4,3,185,159,0,3,26,27,1018,617,4,0,0,0,81,77,0,0,17,12,782,574,4,4
50420,29,18,3260,1796,15,6,86,47,2783,2222,11,3,5,3,995,867,4,0,5,0,372,216,0,3,34,25,1472,1740,4,9,23,13,973,1535,8,4,4,0,247,308,0,0,13,5,519,534,4,4,107,60,3675,2358,6,7,11,6,252,336,0,3,49,58,3167,2330,3,14
50490,45,20,1809,1013,20,8,97,52,1602,1118,8,5,11,4,509,468,5,4,3,0,169,125,0,0,62,42,883,1029,7,11,32,21,564,833,8,3,12,7,136,148,0,0,21,3,352,307,3,0,94,57,1950,1225,7,5,6,8,187,220,0,0,48,47,1551,1320,10,5
50560,3,4,138,93,5,0,0,5,83,79,0,0,0,0,31,28,0,0,0,0,0,7,0,0,7,9,53,59,0,3,7,0,41,62,0,0,0,0,9,13,0,0,0,0,23,31,0,0,0,5,94,63,0,0,0,0,8,6,0,0,4,6,68,70,0,0
50630,0,0,100,60,0,0,6,3,71,58,0,0,0,0,17,28,0,0,0,0,0,4,0,0,4,3,33,38,0,0,0,4,20,34,0,0,0,0,8,5,0,0,0,0,12,15,0,0,5,0,87,54,0,0,0,0,8,11,0,0,0,0,59,49,0,0
50770,0,0,128,75,0,0,4,0,58,53,0,0,0,0,28,43,0,0,0,0,3,7,0,0,0,0,30,52,0,0,0,0,25,58,0,0,0,0,9,9,0,0,0,0,17,21,0,0,6,0,93,58,0,5,0,0,7,11,0,0,4,3,53,58,0,0
50840,7,3,404,231,0,0,3,4,242,146,0,0,0,0,114,111,0,0,0,0,24,10,0,0,0,3,104,138,0,0,0,0,91,142,0,5,0,0,17,16,0,0,4,3,61,59,0,0,10,4,320,190,0,0,4,0,29,33,0,0,6,3,247,206,0,0
50910,3,0,75,68,8,0,18,0,36,27,0,0,0,0,20,23,0,0,4,0,20,10,0,0,3,3,16,30,0,0,0,0,19,28,0,0,4,0,4,10,0,0,4,0,11,11,0,0,5,4,54,35,4,0,0,0,0,12,0,0,0,3,36,26,0,0
50980,91,37,258,211,0,0,185,81,329,242,0,0,36,17,103,116,0,0,12,8,6,18,3,0,185,117,95,128,3,0,96,81,52,125,0,0,46,37,25,37,0,0,38,20,65,61,3,0,135,88,418,208,0,0,20,21,13,23,0,0,138,113,271,238,4,0
51080,7,0,51,46,4,0,14,3,27,32,0,0,0,0,18,25,0,0,0,0,5,6,0,0,3,7,22,20,0,0,0,0,4,20,0,0,0,0,0,3,0,0,0,0,7,3,0,0,7,8,44,33,0,0,3,0,0,5,0,0,3,0,34,30,0,0
51120,0,0,64,39,0,0,6,4,49,47,0,0,0,0,13,18,0,0,0,0,5,4,0,0,0,0,20,36,0,0,0,0,13,21,0,0,0,0,3,3,0,0,4,0,12,8,0,0,3,0,49,29,0,0,0,0,4,0,0,0,3,3,38,23,0,0
51190,60,18,2345,1253,23,9,121,59,1498,1126,8,3,14,12,580,511,0,3,5,0,238,151,12,3,61,47,836,947,7,7,30,17,595,816,9,4,8,5,137,161,3,3,18,8,378,329,3,0,120,69,2167,1371,9,11,10,6,198,166,3,5,54,53,1551,1088,14,15
51260,17,16,2582,1529,24,13,49,43,1731,1280,10,5,9,9,760,697,7,5,7,0,192,136,4,6,11,19,718,915,13,12,5,17,610,1038,5,10,3,0,157,178,0,0,12,10,382,370,0,3,56,42,2145,1364,13,10,3,3,198,213,0,4,40,28,1676,1256,5,11
51310,4,0,1206,652,4,4,11,0,985,894,7,0,0,0,497,458,5,0,5,0,219,108,0,9,4,3,302,361,0,0,0,3,356,660,3,8,0,0,77,100,0,0,0,0,184,160,0,0,11,6,1152,742,5,0,0,0,84,126,0,5,7,5,1162,937,4,5
51330,36,22,3786,1952,31,15,99,73,2821,2312,4,11,13,8,1231,1046,6,6,5,3,311,219,3,6,40,32,1950,2424,13,8,26,22,1073,1876,14,10,7,3,292,373,0,0,7,14,584,508,4,9,110,75,3453,2266,16,4,7,8,278,344,4,0,57,49,3531,2830,14,10
51400,22,8,937,582,10,3,37,30,861,638,0,0,7,0,245,219,0,0,0,0,31,38,0,0,18,13,345,428,0,7,10,7,169,380,0,6,0,4,58,66,0,0,3,0,132,154,0,0,33,20,984,573,8,0,0,0,46,72,0,0,11,17,756,566,5,4
51470,0,0,30,26,0,0,0,4,11,11,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,4,14,19,0,0,0,0,11,27,0,0,0,0,4,4,0,0,0,0,6,15,0,0,0,0,29,23,0,0,0,0,0,7,0,0,0,3,17,7,0,0
51540,42,12,153,130,0,0,71,27,120,89,4,0,9,9,42,53,0,0,9,3,12,4,0,0,65,53,60,91,0,0,29,38,38,102,0,0,12,7,19,24,0,0,11,5,40,48,0,0,26,18,126,75,0,0,5,4,12,20,0,0,34,28,114,104,0,3
51610,4,0,63,47,0,0,0,0,52,43,0,0,0,0,21,25,0,0,0,0,0,3,0,0,6,6,20,40,0,0,3,0,14,28,0,0,0,0,4,7,0,0,0,0,8,15,0,0,0,3,47,45,0,0,0,0,0,6,0,0,0,8,52,44,0,3
51680,5,5,308,183,5,5,8,7,258,178,0,0,0,0,105,100,0,0,0,0,21,11,0,0,0,3,106,164,0,0,0,6,77,142,0,4,0,0,25,25,0,0,0,0,48,62,0,0,10,12,265,186,0,0,0,0,20,37,0,0,7,10,229,196,4,4
51710,0,4,11,22,0,0,0,0,38,42,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,20,39,0,0,0,0,9,23,0,0,0,0,3,7,0,0,0,0,3,4,0,0,0,0,18,17,0,0,0,0,0,4,0,0,0,0,33,36,0,0
51750,0,0,600,294,4,0,0,5,389,341,0,0,0,0,244,203,0,0,0,0,94,44,0,0,0,0,124,185,0,0,0,0,202,309,4,0,0,0,27,39,0,0,0,0,109,68,4,0,0,4,467,315,3,0,0,0,41,53,0,0,0,0,430,312,5,0
51820,80,37,5088,2854,36,17,160,127,4669,3604,23,14,18,11,1414,1333,9,10,5,5,363,283,5,5,70,55,2137,2585,8,12,22,36,1397,2167,10,6,5,7,408,451,4,8,15,17,785,658,9,3,154,93,6053,3615,32,16,7,8,373,425,0,0,84,71,4969,3679,18,20
51860,0,0,9,6,0,0,0,0,17,12,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,3,0,0,0,0,15,10,0,0
51890,9,13,642,403,3,3,25,17,438,324,0,0,5,5,150,151,0,0,0,0,34,26,0,0,11,14,241,317,0,3,3,5,133,246,0,0,0,0,35,38,0,0,3,5,119,130,0,0,26,13,552,321,0,0,3,0,58,62,0,0,16,16,358,308,3,0
51960,11,10,120,96,3,0,22,11,119,106,0,0,4,5,19,37,0,0,0,0,5,4,0,0,20,15,62,85,0,4,4,8,19,68,0,4,4,3,8,11,0,0,0,5,29,42,0,0,16,9,143,96,0,0,0,0,4,7,0,0,11,8,93,74,0,0
52030,5,0,64,55,0,0,0,0,34,50,0,0,0,0,17,27,0,0,0,0,0,0,0,0,0,3,16,47,0,0,0,3,19,38,0,0,0,3,4,7,0,0,0,0,11,17,0,0,7,0,23,32,0,0,0,0,0,10,0,0,4,0,33,23,0,0
52100,0,0,84,61,0,0,0,0,59,45,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0,0,21,28,0,0,0,0,13,9,0,0,0,0,14,17,0,0,0,0,42,33,0,0,0,0,9,0,0,0,0,0,30,35,0,0
52170,0,0,330,210,0,0,0,0,240,224,0,0,0,0,146,135,0,0,0,0,25,23,0,0,0,0,50,94,0,0,0,0,96,204,0,0,0,0,19,21,0,3,0,0,45,30,0,0,4,0,265,180,0,0,0,0,22,25,0,0,0,0,278,186,0,0
52240,0,0,50,51,0,0,0,0,50,45,0,0,0,0,17,18,0,0,0,0,0,0,0,0,0,0,21,31,0,0,0,0,12,31,0,0,0,0,0,4,0,0,0,0,12,13,0,0,5,0,53,27,0,0,0,0,9,8,0,0,0,0,41,46,0,0
52310,0,0,56,53,4,0,0,0,25,36,0,0,0,0,21,13,0,0,0,0,0,5,0,0,0,0,26,37,0,0,0,0,13,37,0,4,0,0,3,4,0,0,0,0,14,12,0,0,0,0,44,36,0,0,0,0,4,4,0,0,0,0,44,35,0,0
52380,0,6,17,8,0,0,0,0,7,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,3,3,6,0,0
52450,0,5,52,49,0,0,5,3,49,63,0,0,0,0,16,19,0,0,0,0,0,0,0,0,3,4,17,39,0,0,5,3,17,30,0,0,0,0,5,9,0,0,0,0,8,17,0,0,0,0,44,43,0,0,0,0,0,7,0,0,3,0,43,40,0,0
52520,6,0,33,31,0,0,8,3,39,48,0,0,0,0,22,14,3,0,0,0,0,0,0,0,3,6,18,31,0,0,0,0,17,20,0,0,0,0,8,3,0,0,0,4,8,9,0,0,6,0,45,29,0,0,0,0,9,5,0,0,7,0,34,32,0,0
52590,5,4,217,168,4,0,3,10,107,97,0,3,0,0,63,69,0,0,0,0,9,7,0,0,9,7,58,108,0,3,0,0,44,119,0,0,0,0,5,15,0,3,4,0,32,43,0,0,7,5,141,98,0,0,0,0,7,14,0,0,3,0,97,90,0,0
52660,15,10,926,548,11,5,20,33,640,575,3,3,8,3,222,219,4,0,0,0,53,35,0,0,17,9,306,399,9,5,4,12,192,335,0,0,0,0,56,65,0,0,0,0,138,135,6,4,27,24,846,525,5,0,0,7,61,77,5,0,12,13,605,494,0,0
52730,7,0,440,296,3,0,5,5,287,190,0,3,0,0,112,133,0,0,0,0,28,11,0,0,0,0,118,159,0,0,0,0,69,182,0,0,0,0,22,24,0,0,3,0,68,72,0,0,10,4,323,222,0,6,0,0,24,20,0,0,3,6,274,213,4,0
52800,58,31,66,61,0,3,95,41,79,52,0,0,20,15,16,33,0,0,19,8,0,9,0,0,195,128,26,50,0,0,66,55,15,34,0,0,40,28,5,8,0,0,12,9,12,21,0,0,41,39,78,46,0,0,11,12,0,11,0,0,105,83,39,60,0,0
52870,8,4,428,268,9,3,5,3,242,187,3,5,0,0,115,93,0,0,0,0,29,15,0,0,0,0,130,161,3,8,0,3,103,174,0,3,0,0,27,25,0,0,0,3,54,68,0,0,13,9,316,219,3,3,0,0,28,46,0,0,7,4,256,207,0,0
52940,0,0,53,39,0,0,0,0,42,39,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,26,36,0,0,0,0,12,23,0,0,0,0,0,3,0,0,0,0,12,5,0,0,5,0,39,25,0,0,0,0,8,4,0,0,0,4,33,21,0,0
53010,0,0,40,25,0,0,5,0,32,23,0,0,0,0,13,7,0,0,0,0,5,0,0,0,3,3,23,18,0,0,0,0,14,20,0,0,0,0,3,6,0,0,0,0,9,5,0,0,3,0,28,19,0,0,0,0,3,6,0,0,6,3,17,14,0,0
53080,0,0,33,29,3,0,8,4,20,22,5,0,0,0,13,8,0,0,0,0,0,0,0,0,4,6,17,20,0,0,0,0,11,21,0,0,0,0,3,0,0,0,0,0,9,15,3,0,0,6,23,29,0,0,0,0,9,7,0,0,0,5,15,26,3,0
53150,7,0,349,212,0,4,6,3,262,234,0,0,0,0,141,124,0,0,0,0,37,34,0,0,0,0,73,123,0,0,0,0,78,192,0,0,0,0,18,32,0,0,0,0,49,47,0,0,4,4,402,238,0,3,0,0,26,35,0,0,4,0,328,260,0,3
53220,10,15,75,93,0,0,56,34,163,221,0,0,0,4,29,30,0,0,3,0,0,3,0,0,80,64,37,111,0,7,35,37,21,62,0,4,11,9,3,9,0,0,0,8,13,20,0,0,20,26,175,147,0,0,0,3,0,7,0,0,44,37,104,113,0,0
53290,25,10,649,448,12,5,28,23,586,498,4,5,4,6,187,202,3,5,0,0,53,32,0,0,24,22,261,344,3,3,10,12,208,330,0,0,6,0,44,61,0,0,10,5,124,118,0,0,34,24,584,392,3,4,0,0,41,67,0,0,19,20,412,341,3,4
53360,0,4,94,87,0,3,7,0,71,69,0,0,0,5,27,43,0,0,0,0,7,3,0,0,0,3,30,59,0,0,0,0,20,47,0,0,0,0,4,8,0,0,0,0,14,16,0,0,3,4,93,58,0,3,0,0,5,9,0,0,3,5,85,79,0,0
53430,22,13,1649,960,11,6,36,26,1235,998,8,0,6,7,548,518,8,3,0,0,174,128,0,0,14,17,485,576,3,3,7,17,444,743,3,6,3,0,108,142,0,0,10,4,275,269,4,0,57,40,1925,1262,6,3,0,6,106,160,0,0,31,17,1566,1117,3,4
53570,5,3,332,256,0,3,5,11,217,151,3,0,0,3,89,102,0,4,0,0,12,14,0,0,0,3,89,177,0,0,0,0,105,214,0,3,0,0,17,24,0,0,0,0,60,87,0,4,6,7,216,151,0,4,0,0,36,37,0,0,3,4,184,161,0,0
53640,0,4,50,43,0,0,7,5,31,34,0,0,3,0,15,19,0,0,0,0,4,0,0,0,5,5,19,35,0,0,4,3,8,30,0,0,0,0,0,4,0,0,0,0,9,10,0,0,0,0,69,44,0,0,0,0,6,3,0,0,0,3,28,30,0,0
53710,0,3,50,40,0,0,0,0,33,31,0,0,0,0,17,22,0,0,0,0,5,0,0,0,6,0,16,41,0,0,0,0,22,36,0,0,0,0,0,4,0,0,0,0,10,10,0,0,0,0,54,36,0,0,0,0,3,3,0,0,0,0,35,31,0,0
53780,120,55,5476,2944,42,21,245,152,4749,3687,14,11,21,16,1443,1261,13,16,9,5,358,246,7,0,128,112,3083,3603,13,19,65,57,1599,2551,10,10,26,19,459,509,0,3,30,18,987,928,12,6,246,142,5320,3335,12,11,7,13,415,504,3,3,145,117,4870,3930,16,18
53800,133,62,1948,1206,20,12,270,167,1698,1274,18,16,29,30,582,598,5,0,14,13,186,148,7,4,198,166,835,1001,9,10,85,87,579,881,10,10,42,29,194,212,4,3,45,32,348,371,12,4,227,122,1963,1265,13,8,21,12,169,167,3,0,140,129,1469,1124,14,18
53920,22,8,14,11,3,0,61,29,24,14,4,3,13,3,3,3,0,0,8,3,0,0,0,0,108,67,6,20,0,0,52,38,0,15,0,0,22,8,0,0,0,0,7,10,5,4,0,0,24,27,19,15,0,0,11,5,4,0,0,0,58,48,21,14,0,0
53990,32,17,1614,987,23,6,55,52,1272,988,10,4,3,6,449,419,7,0,0,4,79,63,0,0,22,24,560,754,8,5,11,12,383,626,0,7,3,0,94,124,0,0,8,10,249,263,4,0,50,50,1484,936,7,3,4,0,92,128,0,3,34,30,1129,898,4,6
54060,8,8,249,177,3,0,7,3,158,88,0,0,0,0,62,77,0,0,0,0,8,21,0,0,10,3,87,130,3,4,0,0,59,114,0,7,0,0,17,22,0,0,0,0,55,51,4,0,13,4,145,112,0,0,0,0,20,18,0,0,11,0,123,110,0,0
54130,0,0,53,49,0,0,0,0,45,43,0,0,0,0,15,9,0,0,0,0,4,0,0,0,4,0,15,24,0,0,0,0,8,28,0,0,0,0,6,0,0,0,0,0,4,16,0,0,0,3,50,25,0,0,0,0,0,3,0,0,0,0,36,30,0,0
54170,44,40,8160,4741,38,25,80,90,6448,5286,20,18,13,8,2626,2359,19,10,5,3,595,395,4,0,36,29,2562,3432,12,12,12,30,2114,3836,12,25,6,3,435,573,0,4,6,16,1161,1013,4,10,93,88,7391,4719,24,18,3,3,527,672,7,5,48,53,6992,5221,31,18
54200,45,16,3185,1822,18,5,84,67,2409,1939,5,7,5,9,976,829,4,0,0,3,220,175,0,3,33,35,1242,1612,3,3,23,25,861,1477,9,3,3,4,212,258,0,0,9,9,548,492,4,3,82,58,3018,1901,7,0,4,0,260,303,0,0,51,41,2515,1945,10,6
54280,48,30,911,633,8,14,85,51,947,823,4,4,16,17,266,255,0,3,13,3,63,32,0,0,96,85,442,602,4,3,36,29,237,413,3,4,25,21,92,100,0,6,16,14,151,178,3,5,76,48,1106,659,5,0,11,14,66,79,0,0,63,61,837,663,5,4
54310,49,26,272,257,6,3,120,65,531,475,3,3,14,11,109,97,0,0,3,5,5,11,0,0,100,98,130,233,0,5,30,43,49,128,0,0,18,12,18,28,0,0,8,7,35,55,0,0,67,55,577,388,0,7,11,6,11,31,0,0,66,62,397,356,0,0
54340,18,12,234,153,5,0,22,18,134,120,0,3,0,0,56,42,0,0,7,0,14,11,0,0,24,16,105,107,0,0,6,9,48,90,0,0,3,3,23,18,0,0,4,3,33,20,0,0,25,11,177,98,3,0,0,0,21,20,0,0,13,3,128,107,5,4
54410,5,4,96,56,6,3,6,9,69,45,5,4,0,0,15,19,0,0,0,0,13,12,0,0,8,6,23,31,0,0,3,5,27,33,0,5,0,0,5,7,0,0,0,0,21,10,3,0,7,4,51,40,0,0,0,0,5,6,0,0,0,5,52,45,3,4
54480,0,0,17,13,0,0,0,0,19,19,0,0,0,0,3,6,0,0,0,0,0,3,0,0,0,0,14,18,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,10,0,0,0,0,0,4,0,0,0,0,13,14,0,0
54550,5,0,118,100,3,3,13,9,78,61,4,0,0,0,36,45,0,0,0,0,6,12,0,0,5,0,41,53,0,0,0,0,32,41,0,0,0,0,3,8,0,0,0,0,14,14,4,0,10,0,80,65,4,0,0,0,7,15,0,0,0,0,61,57,3,0
54620,4,3,44,34,0,0,14,3,25,23,0,0,0,0,6,6,0,0,0,0,4,0,0,0,3,0,11,21,0,0,0,5,12,18,0,0,0,0,4,4,0,0,0,3,11,4,0,0,9,5,37,25,0,0,0,0,5,7,0,0,9,0,14,24,0,0
54690,0,0,23,26,0,0,0,0,14,23,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,9,14,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,15,21,0,0,0,0,0,0,0,0,0,0,13,16,0,0
54760,3,0,35,30,0,0,4,0,30,38,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,6,10,0,0,5,0,30,23,0,0,0,0,0,3,0,0,3,0,14,19,0,0
54830,57,28,1901,1086,13,3,100,79,2004,1536,6,7,9,6,446,392,3,5,5,5,115,83,0,0,59,45,973,1131,5,3,18,28,483,775,4,8,13,10,151,175,0,0,13,3,385,351,0,0,130,80,2619,1613,8,6,3,9,141,158,0,4,80,59,1873,1430,0,12
54900,0,0,54,42,0,0,0,0,42,42,0,0,0,0,11,20,0,0,0,0,3,0,0,0,0,0,25,31,0,0,0,0,5,22,0,0,0,0,9,3,0,0,0,0,4,9,0,0,0,0,35,28,0,0,0,0,0,4,0,0,0,0,23,19,0,0
54970,9,3,16,19,0,0,27,6,21,28,0,0,3,0,5,3,0,0,3,0,0,0,0,0,28,27,11,10,0,0,13,13,4,11,0,0,4,3,0,4,0,0,0,3,4,9,0,0,9,3,15,18,0,0,3,0,0,0,0,0,13,10,9,16,0,0
55040,5,9,20,24,0,0,12,5,33,47,0,0,0,0,9,9,0,0,0,0,0,0,0,0,11,6,14,12,0,0,3,0,7,13,0,0,5,0,0,7,0,0,0,0,3,6,0,0,5,5,37,31,0,0,0,0,0,8,0,0,4,5,23,29,0,0
55110,102,62,6763,3927,60,39,206,141,4223,2838,30,16,27,28,1743,1856,22,19,4,0,415,319,9,4,83,71,2245,2828,27,27,32,46,1827,3072,25,26,11,14,474,545,5,0,26,21,1242,1100,19,7,227,144,5232,3239,30,16,15,4,552,651,7,4,128,136,4298,3163,28,19
55180,8,7,589,363,4,3,21,13,400,270,0,4,3,0,151,154,0,0,0,0,52,29,0,0,9,11,205,260,4,0,6,9,138,256,0,3,0,4,25,37,3,0,5,0,92,92,0,0,16,14,504,321,9,3,0,0,50,44,0,0,8,15,355,336,5,5
55250,13,5,10,17,0,0,19,5,10,17,0,0,0,5,3,5,0,0,0,3,0,4,0,0,31,20,10,16,0,0,15,17,3,17,0,0,3,3,0,6,0,0,10,6,5,8,0,0,13,7,18,18,0,0,6,3,0,0,0,0,11,8,12,12,0,0
55320,30,18,5130,2620,38,13,60,47,3602,2953,11,10,12,13,1762,1506,13,15,3,0,604,325,19,16,24,17,1730,2161,10,12,17,17,1516,2563,27,15,6,3,322,395,3,7,10,9,721,641,6,11,77,53,4646,2793,25,13,6,5,400,424,4,4,44,40,4712,3406,34,29
55390,0,0,9,11,0,0,0,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,5,7,9,0,0
55460,8,3,177,111,5,3,12,13,136,118,0,0,3,0,48,48,0,0,0,0,15,5,0,0,3,16,60,91,3,0,0,6,35,80,0,0,0,0,10,16,0,0,0,0,30,40,0,0,14,10,151,86,0,5,0,0,15,15,0,0,8,5,99,85,0,0
55530,0,0,18,18,0,0,0,0,17,10,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,0,10,12,0,0,3,4,7,7,0,0,0,0,0,3,0,0,0,0,0,9,0,0,3,0,5,8,0,0,0,0,0,0,0,0,0,0,17,8,0,0
55600,11,3,117,70,3,4,27,13,94,68,0,0,3,0,27,26,0,0,0,0,16,8,0,0,7,11,39,63,0,0,6,9,38,52,0,0,0,0,12,7,0,0,5,0,18,19,0,0,13,9,102,54,0,0,0,0,11,13,0,0,8,4,67,47,0,0
55670,11,0,25,24,0,0,5,4,25,27,0,0,0,0,3,10,0,0,0,0,0,8,0,0,3,0,12,24,0,0,4,0,5,16,0,0,7,0,0,8,0,0,3,0,4,0,0,0,3,0,18,19,0,0,0,0,4,4,0,0,4,3,21,13,0,0
55740,9,0,404,198,0,0,6,0,295,243,0,0,0,0,164,148,0,0,0,0,44,41,0,0,5,0,89,152,0,0,0,0,124,215,0,0,0,6,10,23,0,0,3,0,61,57,0,0,14,10,411,299,0,3,0,0,38,59,0,0,6,8,344,301,0,0
55810,4,6,12,12,0,0,0,0,17,7,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,11,8,10,0,0,0,6,0,9,0,0,5,4,4,4,0,0,5,0,6,3,0,0,4,3,23,14,0,0,0,0,4,0,0,0,0,3,7,8,0,0
55880,0,0,20,19,0,0,0,0,27,20,0,0,0,0,10,11,0,0,0,0,4,0,0,0,0,0,14,14,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,7,4,0,0,4,0,18,14,0,0,0,0,0,0,0,0,0,5,16,12,0,0
55950,0,0,20,21,0,0,7,4,25,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,8,6,0,0,0,0,0,4,0,0,4,0,5,0,0,0,3,3,16,19,0,0,0,0,6,0,0,0,3,3,20,21,0,0
56090,23,13,2181,1293,12,6,58,34,1704,1322,7,6,15,8,696,630,7,3,0,0,148,122,3,3,16,25,707,917,4,4,13,15,563,984,3,3,4,3,145,132,0,0,10,4,354,370,0,0,49,32,2049,1344,8,3,4,4,154,201,0,0,30,36,1828,1373,12,10
56160,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56230,22,7,1236,805,10,8,38,19,841,649,8,10,11,0,333,421,0,8,5,0,38,39,0,0,13,20,405,591,5,6,4,5,297,560,3,8,0,4,100,96,4,0,10,0,245,284,0,0,41,19,1007,729,4,3,0,3,89,122,0,3,24,23,777,642,6,3
56300,3,9,118,65,3,0,5,6,85,29,3,0,0,0,35,22,0,0,0,0,4,5,0,0,0,0,32,38,0,0,0,6,37,45,0,0,0,0,4,6,0,0,0,0,23,18,0,0,9,5,78,69,0,0,0,0,3,10,0,0,5,6,60,52,0,0
56370,0,0,40,32,0,0,0,0,34,32,0,0,0,0,13,14,0,0,0,0,8,0,0,0,0,0,10,19,0,0,0,0,10,18,0,0,0,0,7,3,0,0,0,0,5,11,0,0,0,0,27,21,0,0,0,0,3,4,0,0,0,0,16,15,0,0
